N/M,1,2,4,8,16,32,64,128
1000000,0,018,0,019,0,006,0,002,0,002,0,003,0,007,0,009
10000000,0,065,0,035,0,018,0,013,0,012,0,010,0,012,0,012
100000000,0,546,0,259,0,145,0,097,0,084,0,083,0,079,0,080
1000000000,5,060,2,923,3,251,1,527,0,788,0,770,0,785,0,767
10000000000,50,207,27,334,17,071,17,528,17,289,20,332,9,579,7,821
100000000000,511,747,405,091,,230,92,,151,14,,155,87,,155,92,,160,02,,140,292
